ds,y
1986-01-02,211.3
1985-12-31,211.6
1985-12-30,210.7
1985-12-27,209.6
1985-12-26,207.8
1985-12-24,208.6
1985-12-23,210.9
1985-12-20,211.8
1985-12-19,210.1
1985-12-18,211.2
1985-12-17,212.4
1985-12-16,213.1
1985-12-13,210.3
1985-12-12,207.7
1985-12-11,206.7
1985-12-10,205.2
1985-12-09,204.7
1985-12-06,203.9
1985-12-05,205.9
1985-12-04,204.2
1985-12-03,201
1985-12-02,202.2
1985-11-29,203.4
1985-11-27,202.7
1985-11-26,201.2
1985-11-25,201.5
1985-11-22,202
1985-11-21,201.4
1985-11-20,199.2
1985-11-19,199.5
1985-11-18,198.7
1985-11-15,199.6
1985-11-14,199.2
1985-11-13,198.1
1985-11-12,198.7
1985-11-11,197.3
1985-11-08,194
1985-11-07,193
1985-11-06,193
1985-11-05,192.4
1985-11-04,192
1985-11-01,191.5
1985-10-31,190.2
1985-10-30,190.1
1985-10-29,189.8
1985-10-28,187.8
1985-10-25,188.5
1985-10-24,189.4
1985-10-23,189.1
1985-10-22,188.6
1985-10-21,187.2
1985-10-18,188.1
1985-10-17,188.5
1985-10-16,188
1985-10-15,187.2
1985-10-14,186.4
1985-10-11,184.3
1985-10-10,182.8
1985-10-09,183.3
1985-10-08,182.3
1985-10-07,183.2
1985-10-04,184.4
1985-10-03,185.2
1985-10-02,185.9
1985-10-01,185.1
1985-09-30,182.1
1985-09-27,181.3
1985-09-26,181.3
1985-09-25,182.6
1985-09-24,184.3
1985-09-23,184.7
1985-09-20,184
1985-09-19,183.4
1985-09-18,181.8
1985-09-17,182.9
1985-09-16,182.9
1985-09-13,184.2
1985-09-12,185.2
1985-09-11,186.9
1985-09-10,188.3
1985-09-09,188.8
1985-09-06,188.4
1985-09-05,187.5
1985-09-04,187.9
1985-09-03,188.6
1985-08-30,189.1
1985-08-29,188.9
1985-08-28,188.8
1985-08-27,188.1
1985-08-26,187.4
1985-08-23,187.4
1985-08-22,189.2
1985-08-21,189.2
1985-08-20,188.3
1985-08-19,186.8
1985-08-16,187.3
1985-08-15,187.7
1985-08-14,187.9
1985-08-13,188.2
1985-08-12,188.3
1985-08-09,189.1
1985-08-08,189
1985-08-07,187.9
1985-08-06,190.7
1985-08-05,191.5
1985-08-02,192.1
1985-08-01,192.2
1985-07-31,191.3
1985-07-30,190.1
1985-07-29,192.4
1985-07-26,192.8
1985-07-25,192.2
1985-07-24,192.6
1985-07-23,195
1985-07-22,195.1
1985-07-19,195.1
1985-07-18,195.7
1985-07-17,196.1
1985-07-16,194.7
1985-07-15,193.8
1985-07-12,193.3
1985-07-11,192.9
1985-07-10,192.4
1985-07-09,191.9
1985-07-08,192.5
1985-07-05,192.7
1985-07-03,192.1
1985-07-02,192.6
1985-07-01,192.4
1985-06-28,191.8
1985-06-27,191.4
1985-06-26,190.3
1985-06-25,191
1985-06-24,189.6
1985-06-21,189.7
1985-06-20,186.8
1985-06-19,188
1985-06-18,187.7
1985-06-17,187.1
1985-06-14,187.1
1985-06-13,187.6
1985-06-12,189
1985-06-11,189.6
1985-06-10,189.7
1985-06-07,191.3
1985-06-06,191.1
1985-06-05,191
1985-06-04,190.3
1985-06-03,190.4
1985-05-31,189.6
1985-05-30,188
1985-05-29,187.9
1985-05-28,188.9
1985-05-24,188.3
1985-05-23,188.6
1985-05-22,189.6
1985-05-21,189.8
1985-05-20,190
1985-05-17,187.9
1985-05-16,185.7
1985-05-15,185.4
1985-05-14,185.2
1985-05-13,184.6
1985-05-10,184.7
1985-05-09,182
1985-05-08,180.8
1985-05-07,181.1
1985-05-06,180.6
1985-05-03,180.3
1985-05-02,179
1985-05-01,180
1985-04-30,180.6
1985-04-29,182.3
1985-04-26,183.6
1985-04-25,183.4
1985-04-24,182.3
1985-04-23,182
1985-04-22,181.2
1985-04-19,181.2
1985-04-18,182.6
1985-04-17,181.9
1985-04-16,181.8
1985-04-15,181.2
1985-04-12,180.6
1985-04-11,180.9
1985-04-10,179.9
1985-04-09,178.7
1985-04-08,179.5
1985-04-04,179.1
1985-04-03,180.5
1985-04-02,181.9
1985-04-01,181.3
1985-03-29,180.7
1985-03-28,180.6
1985-03-27,179.8
1985-03-26,178.9
1985-03-25,179
1985-03-22,179.9
1985-03-21,180.2
1985-03-20,179.8
1985-03-19,179.6
1985-03-18,177.7
1985-03-15,178.4
1985-03-14,178.5
1985-03-13,180
1985-03-12,180.1
1985-03-11,179.5
1985-03-08,180
1985-03-07,180.7
1985-03-06,182.2
1985-03-05,182.7
1985-03-04,183.4
1985-03-01,183.9
1985-02-28,181.2
1985-02-27,181.9
1985-02-26,181.6
1985-02-25,179.4
1985-02-22,180.4
1985-02-21,181.2
1985-02-20,182.1
1985-02-19,181.6
1985-02-15,182.7
1985-02-14,183.9
1985-02-13,183.9
1985-02-12,180.8
1985-02-11,182.2
1985-02-08,182.4
1985-02-07,182
1985-02-06,181.5
1985-02-05,181.5
1985-02-04,180.3
1985-02-01,179.6
1985-01-31,179.8
1985-01-30,180.3
1985-01-29,179.2
1985-01-28,178.2
1985-01-25,177.8
1985-01-24,178.2
1985-01-23,177.3
1985-01-22,176.6
1985-01-21,175.4
1985-01-18,171.4
1985-01-17,171.3
1985-01-16,171.9
1985-01-15,171.8
1985-01-14,170.6
1985-01-11,168.7
1985-01-10,168.3
1985-01-09,165.6
1985-01-08,164.6
1985-01-07,164.7
1985-01-04,164.6
1985-01-03,166.1
1985-01-02,167.2
1984-12-31,167.3
1984-12-28,166.3
1984-12-27,166.5
1984-12-26,166.8
1984-12-24,166.9
1984-12-21,166.4
1984-12-20,167.6
1984-12-19,169
1984-12-18,168.1
1984-12-17,163.6
1984-12-14,163.5
1984-12-13,162.9
1984-12-12,163.2
1984-12-11,163.2
1984-12-10,163.3
1984-12-07,163.3
1984-12-06,163.1
1984-12-05,163.4
1984-12-04,163.9
1984-12-03,163.6
1984-11-30,163.9
1984-11-29,165
1984-11-28,166.9
1984-11-27,166.8
1984-11-26,166.9
1984-11-23,166.9
1984-11-21,164.7
1984-11-20,164.5
1984-11-19,164.3
1984-11-16,166.2
1984-11-15,166.5
1984-11-14,166.4
1984-11-13,167.4
1984-11-12,167.7
1984-11-09,169.5
1984-11-08,169.3
1984-11-07,170.4
1984-11-06,170.4
1984-11-05,168.7
1984-11-02,167.9
1984-11-01,167.8
1984-10-31,166.9
1984-10-30,167.3
1984-10-29,165.3
1984-10-26,166.3
1984-10-25,167.6
1984-10-24,167.5
1984-10-23,168.3
1984-10-22,168.4
1984-10-19,169.6
1984-10-18,168.1
1984-10-17,165
1984-10-16,165.8
1984-10-15,166.2
1984-10-12,164.5
1984-10-11,162.9
1984-10-10,162.1
1984-10-09,162.8
1984-10-08,162.7
1984-10-05,163.3
1984-10-04,163.2
1984-10-03,163.6
1984-10-02,165.2
1984-10-01,166.1
1984-09-28,167
1984-09-27,167.2
1984-09-26,167.2
1984-09-25,166
1984-09-24,166.1
1984-09-21,168.7
1984-09-20,167.5
1984-09-19,168.8
1984-09-18,168.9
1984-09-17,169.4
1984-09-14,169.7
1984-09-13,167.9
1984-09-12,164.8
1984-09-11,166.2
1984-09-10,165.1
1984-09-07,166.3
1984-09-06,165.9
1984-09-05,164.9
1984-09-04,166.7
1984-08-31,166.7
1984-08-30,167.2
1984-08-29,168.2
1984-08-28,167.4
1984-08-27,167.5
1984-08-24,167.5
1984-08-23,167.8
1984-08-22,168.8
1984-08-21,168.2
1984-08-20,164.9
1984-08-17,164.6
1984-08-16,164.4
1984-08-15,164.4
1984-08-14,166.1
1984-08-13,165.5
1984-08-10,168.6
1984-08-09,165.9
1984-08-08,163.9
1984-08-07,163.6
1984-08-06,165.3
1984-08-03,162.6
1984-08-02,158
1984-08-01,154.1
1984-07-31,150.8
1984-07-30,151.2
1984-07-27,151.4
1984-07-26,150.2
1984-07-25,149.3
1984-07-24,149.3
1984-07-23,149.6
1984-07-20,150.6
1984-07-19,151.4
1984-07-18,152.4
1984-07-17,152.6
1984-07-16,151.6
1984-07-13,151.2
1984-07-12,151.1
1984-07-11,152.9
1984-07-10,153.5
1984-07-09,153.5
1984-07-06,152.8
1984-07-05,153.9
1984-07-03,153.9
1984-07-02,153.2
1984-06-29,154.1
1984-06-28,153.1
1984-06-27,152.9
1984-06-26,154
1984-06-25,154.7
1984-06-22,154.9
1984-06-21,155.6
1984-06-20,154.8
1984-06-19,153
1984-06-18,151.9
1984-06-15,150.7
1984-06-14,152.1
1984-06-13,152.8
1984-06-12,153.1
1984-06-11,155.2
1984-06-08,155.4
1984-06-07,155.1
1984-06-06,155
1984-06-05,154.3
1984-06-04,155.1
1984-06-01,153.2
1984-05-31,150.7
1984-05-30,151.4
1984-05-29,151.9
1984-05-25,152.8
1984-05-24,153.2
1984-05-23,154
1984-05-22,154.7
1984-05-21,156.1
1984-05-18,156.8
1984-05-17,158
1984-05-16,158.4
1984-05-15,158.3
1984-05-14,158.5
1984-05-11,160
1984-05-10,160.4
1984-05-09,161.3
1984-05-08,160.5
1984-05-07,159.5
1984-05-04,161.2
1984-05-03,161.9
1984-05-02,162.1
1984-05-01,161.7
1984-04-30,160.4
1984-04-27,160.7
1984-04-26,160.5
1984-04-25,158.8
1984-04-24,158.4
1984-04-23,158.1
1984-04-19,158
1984-04-18,159
1984-04-17,159.6
1984-04-16,158.3
1984-04-13,158.9
1984-04-12,157.7
1984-04-11,156.3
1984-04-10,156.6
1984-04-09,155.9
1984-04-06,155.5
1984-04-05,158.1
1984-04-04,158.1
1984-04-03,158.3
1984-04-02,159.9
1984-03-30,159.5
1984-03-29,160.5
1984-03-28,159.9
1984-03-27,157.3
1984-03-26,157.2
1984-03-23,156.9
1984-03-22,158.7
1984-03-21,159.3
1984-03-20,159.2
1984-03-19,159.3
1984-03-16,160.4
1984-03-15,158.1
1984-03-14,157.2
1984-03-13,157.9
1984-03-12,156.3
1984-03-09,155.2
1984-03-08,155.8
1984-03-07,156.2
1984-03-06,158.4
1984-03-05,159.2
1984-03-02,159.9
1984-03-01,158.2
1984-02-29,158.3
1984-02-28,159.3
1984-02-27,159.6
1984-02-24,157.5
1984-02-23,154.4
1984-02-22,155.1
1984-02-21,155.7
1984-02-17,156.8
1984-02-16,156.4
1984-02-15,157.5
1984-02-14,156.6
1984-02-13,156.3
1984-02-10,156.5
1984-02-09,156.2
1984-02-08,159.1
1984-02-07,158.8
1984-02-06,160.9
1984-02-03,164
1984-02-02,163.4
1984-02-01,164
1984-01-31,163.6
1984-01-30,164.7
1984-01-27,164.3
1984-01-26,165.6
1984-01-25,167.1
1984-01-24,166.3
1984-01-23,166.2
1984-01-20,167.1
1984-01-19,167.7
1984-01-18,168.3
1984-01-17,167.8
1984-01-16,167.6
1984-01-13,168.6
1984-01-12,168.4
1984-01-11,168.1
1984-01-10,169.5
1984-01-09,169.5
1984-01-06,169.3
1984-01-05,169.1
1984-01-04,166.8
1984-01-03,164.9
1983-12-30,165.9
1983-12-29,166.7
1983-12-28,166.3
1983-12-27,165.4
1983-12-23,164.2
1983-12-22,165.1
1983-12-21,164.5
1983-12-20,163.5
1983-12-19,163.9
1983-12-16,163.3
1983-12-15,163.9
1983-12-14,165.7
1983-12-13,166.6
1983-12-12,166.6
1983-12-09,166.3
1983-12-08,167.1
1983-12-07,167.2
1983-12-06,167.1
1983-12-05,166.8
1983-12-02,167.6
1983-12-01,167.8
1983-11-30,169.1
1983-11-29,168.6
1983-11-28,168
1983-11-25,168
1983-11-23,168.4
1983-11-22,168.5
1983-11-21,167.2
1983-11-18,166.7
1983-11-17,167.4
1983-11-16,167.6
1983-11-15,167.4
1983-11-14,168.5
1983-11-11,166.9
1983-11-10,165.8
1983-11-09,164.6
1983-11-08,163
1983-11-07,163.6
1983-11-04,163.8
1983-11-03,165.6
1983-11-02,166
1983-11-01,164.7
1983-10-31,165.3
1983-10-28,165.9
1983-10-27,166.2
1983-10-26,167.6
1983-10-25,168.1
1983-10-24,166.8
1983-10-21,168.1
1983-10-20,168.3
1983-10-19,168.6
1983-10-18,171.2
1983-10-17,172
1983-10-14,171.1
1983-10-13,171.1
1983-10-12,171.6
1983-10-11,172.9
1983-10-10,173.1
1983-10-07,172.2
1983-10-06,170.9
1983-10-05,168.5
1983-10-04,167.8
1983-10-03,167.1
1983-09-30,167.7
1983-09-29,169.2
1983-09-28,169.3
1983-09-27,170.1
1983-09-26,171.6
1983-09-23,171.1
1983-09-22,170.6
1983-09-21,170.3
1983-09-20,170.4
1983-09-19,168.9
1983-09-16,167.2
1983-09-15,166.4
1983-09-14,166.3
1983-09-13,166.1
1983-09-12,169.9
1983-09-09,168.7
1983-09-08,169.1
1983-09-07,169.5
1983-09-06,168.8
1983-09-02,166
1983-09-01,165.7
1983-08-31,165.2
1983-08-30,163.9
1983-08-29,163
1983-08-26,163
1983-08-25,162.3
1983-08-24,163.6
1983-08-23,165
1983-08-22,166.5
1983-08-19,165
1983-08-18,166.7
1983-08-17,166.2
1983-08-16,164.8
1983-08-15,165.6
1983-08-12,162.6
1983-08-11,162.5
1983-08-10,162.5
1983-08-09,161.2
1983-08-08,161.7
1983-08-05,163
1983-08-04,163.9
1983-08-03,164.4
1983-08-02,164
1983-08-01,163.8
1983-07-29,165.2
1983-07-28,168.4
1983-07-27,171.7
1983-07-26,171.6
1983-07-25,170.5
1983-07-22,170.1
1983-07-21,170.8
1983-07-20,169.9
1983-07-19,166.1
1983-07-18,165.4
1983-07-15,166.4
1983-07-14,167.8
1983-07-13,166.6
1983-07-12,168.5
1983-07-11,169.2
1983-07-08,168.7
1983-07-07,170
1983-07-06,169.2
1983-07-05,168.9
1983-07-01,169.4
1983-06-30,169.1
1983-06-29,167.9
1983-06-28,169.4
1983-06-27,170.9
1983-06-24,171.9
1983-06-23,172.1
1983-06-22,172.8
1983-06-21,171.4
1983-06-20,170.7
1983-06-17,170.8
1983-06-16,170.7
1983-06-15,167.7
1983-06-14,167.1
1983-06-13,165.7
1983-06-10,163.9
1983-06-09,163
1983-06-08,163.4
1983-06-07,165.8
1983-06-06,166
1983-06-03,165.8
1983-06-02,165.1
1983-06-01,163.6
1983-05-31,164.7
1983-05-27,166.3
1983-05-26,167.4
1983-05-25,167.3
1983-05-24,166.5
1983-05-23,164.2
1983-05-20,163.1
1983-05-19,164.3
1983-05-18,166
1983-05-17,164.7
1983-05-16,164.9
1983-05-13,166.2
1983-05-12,166
1983-05-11,167.1
1983-05-10,167.4
1983-05-09,167.2
1983-05-06,167.7
1983-05-05,165.6
1983-05-04,164.7
1983-05-03,163.4
1983-05-02,164.8
1983-04-29,165.4
1983-04-28,163.9
1983-04-27,163.7
1983-04-26,162.2
1983-04-25,161.7
1983-04-22,161.8
1983-04-21,160.7
1983-04-20,161.7
1983-04-19,160.4
1983-04-18,160.6
1983-04-15,159.9
1983-04-14,158.8
1983-04-13,158
1983-04-12,156.8
1983-04-11,155.8
1983-04-08,153.5
1983-04-07,152.6
1983-04-06,152.4
1983-04-05,154.6
1983-04-04,153.9
1983-03-31,156.4
1983-03-30,154
1983-03-29,153.2
1983-03-28,153.3
1983-03-25,154.5
1983-03-24,154.7
1983-03-23,153.8
1983-03-22,152.6
1983-03-21,152
1983-03-18,151.1
1983-03-17,150.5
1983-03-16,152.5
1983-03-15,152.1
1983-03-14,152.2
1983-03-11,152.5
1983-03-10,154.8
1983-03-09,153.3
1983-03-08,154.1
1983-03-07,154.9
1983-03-04,154.7
1983-03-03,155
1983-03-02,153.7
1983-03-01,151.8
1983-02-28,150.3
1983-02-25,151.8
1983-02-24,150.4
1983-02-23,147.5
1983-02-22,148.1
1983-02-18,149.1
1983-02-17,148.5
1983-02-16,149.7
1983-02-15,150.3
1983-02-14,149.9
1983-02-11,149.6
1983-02-10,148.5
1983-02-09,146.7
1983-02-08,147.9
1983-02-07,148.3
1983-02-04,146.9
1983-02-03,145.4
1983-02-02,144.6
1983-02-01,146
1983-01-31,146.1
1983-01-28,146.6
1983-01-27,145
1983-01-26,143.2
1983-01-25,142.7
1983-01-24,143.8
1983-01-21,146.3
1983-01-20,147.8
1983-01-19,147.4
1983-01-18,147.7
1983-01-17,148.9
1983-01-14,148
1983-01-13,147.8
1983-01-12,149.1
1983-01-11,147.7
1983-01-10,148
1983-01-07,147.6
1983-01-06,146.7
1983-01-05,143.7
1983-01-04,141.9
1983-01-03,142.1
1982-12-31,141.7
1982-12-30,142.5
1982-12-29,142.5
1982-12-28,143.1
1982-12-27,143
1982-12-23,141
1982-12-22,140.9
1982-12-21,139.4
1982-12-20,138.8
1982-12-17,138.6
1982-12-16,137
1982-12-15,137.9
1982-12-14,143
1982-12-13,141.2
1982-12-10,142.1
1982-12-09,142.7
1982-12-08,144.7
1982-12-07,144.6
1982-12-06,142.6
1982-12-03,140.6
1982-12-02,140.6
1982-12-01,141.2
1982-11-30,139
1982-11-29,136
1982-11-26,135.6
1982-11-24,134.9
1982-11-23,135.1
1982-11-22,137.5
1982-11-19,139.8
1982-11-18,139.6
1982-11-17,139
1982-11-16,137.3
1982-11-15,139.5
1982-11-12,142.7
1982-11-11,142.4
1982-11-10,145.2
1982-11-09,144
1982-11-08,142.2
1982-11-05,143.6
1982-11-04,145.3
1982-11-03,143.5
1982-11-02,139.3
1982-11-01,136
1982-10-29,134.8
1982-10-28,136.2
1982-10-27,136.9
1982-10-26,135.3
1982-10-25,138.9
1982-10-22,141.4
1982-10-21,141.4
1982-10-20,139.7
1982-10-19,138.8
1982-10-18,137.5
1982-10-15,135.3
1982-10-14,138
1982-10-13,138.9
1982-10-12,137
1982-10-11,136.4
1982-10-08,132.1
1982-10-07,130.3
1982-10-06,126.3
1982-10-05,123.4
1982-10-04,122.2
1982-10-01,122.5
1982-09-30,121.9
1982-09-29,123.5
1982-09-28,124.9
1982-09-27,124.2
1982-09-24,124.4
1982-09-23,124.9
1982-09-22,127.3
1982-09-21,125.3
1982-09-20,123.2
1982-09-17,124.3
1982-09-16,125.6
1982-09-15,124.7
1982-09-14,124.5
1982-09-13,122.7
1982-09-10,122.2
1982-09-09,123.8
1982-09-08,123.7
1982-09-07,123.3
1982-09-03,124.8
1982-09-02,120.9
1982-09-01,120.7
1982-08-31,120.4
1982-08-30,118.2
1982-08-27,118.9
1982-08-26,121.2
1982-08-25,118.8
1982-08-24,117.5
1982-08-23,116.7
1982-08-20,113.5
1982-08-19,110.7
1982-08-18,112.8
1982-08-17,109.3
1982-08-16,106.2
1982-08-13,104.3
1982-08-12,103.8
1982-08-11,103.6
1982-08-10,104.4
1982-08-09,103.8
1982-08-06,105.7
1982-08-05,106.3
1982-08-04,107.7
1982-08-03,110.1
1982-08-02,109.6
1982-07-30,108.5
1982-07-29,108.7
1982-07-28,109.5
1982-07-27,111
1982-07-26,111.5
1982-07-23,112.4
1982-07-22,112.6
1982-07-21,113.1
1982-07-20,112.2
1982-07-19,112.3
1982-07-16,112.1
1982-07-15,111.8
1982-07-14,111
1982-07-13,110.7
1982-07-12,110.8
1982-07-09,109.7
1982-07-08,108.1
1982-07-07,108.2
1982-07-06,108.3
1982-07-02,108.9
1982-07-01,110.1
1982-06-30,109.6
1982-06-29,110.3
1982-06-28,111
1982-06-25,110.4
1982-06-24,111.4
1982-06-23,110.5
1982-06-22,108.8
1982-06-21,108.4
1982-06-18,108.2
1982-06-17,108.9
1982-06-16,110.6
1982-06-15,110.3
1982-06-14,111.3
1982-06-11,112.2
1982-06-10,110.3
1982-06-09,110.1
1982-06-08,110.9
1982-06-07,111.1
1982-06-04,112.2
1982-06-03,113.1
1982-06-02,112.8
1982-06-01,112.8
1982-05-28,113.2
1982-05-27,113.7
1982-05-26,114.4
1982-05-25,116.1
1982-05-24,115.5
1982-05-21,115.8
1982-05-20,115.6
1982-05-19,116.5
1982-05-18,117
1982-05-17,118.2
1982-05-14,119.1
1982-05-13,119.8
1982-05-12,120.5
1982-05-11,120.1
1982-05-10,119.7
1982-05-07,120.6
1982-05-06,119.6
1982-05-05,118.7
1982-05-04,118.4
1982-05-03,117.4
1982-04-30,117.4
1982-04-29,117.4
1982-04-28,118.6
1982-04-27,119.7
1982-04-26,120.1
1982-04-23,119.3
1982-04-22,118
1982-04-21,116.6
1982-04-20,117.1
1982-04-19,118.2
1982-04-16,117.7
1982-04-15,116.9
1982-04-14,116.7
1982-04-13,117.1
1982-04-12,117
1982-04-08,116.9
1982-04-07,116.4
1982-04-06,115.9
1982-04-05,115.9
1982-04-02,115.8
1982-04-01,114.2
1982-03-31,113.2
1982-03-30,113.1
1982-03-29,112.8
1982-03-26,113.4
1982-03-25,114.3
1982-03-24,114.3
1982-03-23,114.5
1982-03-22,113.3
1982-03-19,111.6
1982-03-18,111
1982-03-17,110.1
1982-03-16,110.9
1982-03-15,110
1982-03-12,109.7
1982-03-11,110.9
1982-03-10,111
1982-03-09,109.9
1982-03-08,111.1
1982-03-05,110.9
1982-03-04,111.8
1982-03-03,112.5
1982-03-02,114.8
1982-03-01,114.3
1982-02-26,114
1982-02-25,114.9
1982-02-24,113.9
1982-02-23,112.5
1982-02-22,114.9
1982-02-19,114.6
1982-02-18,115
1982-02-17,115.1
1982-02-16,114.6
1982-02-12,115.4
1982-02-11,115.6
1982-02-10,115.6
1982-02-09,115.2
1982-02-08,117
1982-02-05,118.3
1982-02-04,117.5
1982-02-03,118.7
1982-02-02,119.2
1982-02-01,119.8
1982-01-29,121.4
1982-01-28,119.3
1982-01-27,116.6
1982-01-26,116.6
1982-01-25,115.9
1982-01-22,116.5
1982-01-21,116.9
1982-01-20,116.6
1982-01-19,118.2
1982-01-18,117.7
1982-01-15,117.1
1982-01-14,116.3
1982-01-13,117.5
1982-01-12,117.5
1982-01-11,120.3
1982-01-08,120.6
1982-01-07,119.9
1982-01-06,120.4
1982-01-05,122.6
1982-01-04,123.7
1981-12-31,123.4
1981-12-30,123.1
1981-12-29,122.9
1981-12-28,123.4
1981-12-24,123.1
1981-12-23,123.6
1981-12-22,124.2
1981-12-21,124.7
1981-12-18,124.9
1981-12-17,123.8
1981-12-16,123.7
1981-12-15,123.8
1981-12-14,124.4
1981-12-11,126.3
1981-12-10,126.5
1981-12-09,126.1
1981-12-08,125.8
1981-12-07,126.9
1981-12-04,127.3
1981-12-03,125.8
1981-12-02,126.4
1981-12-01,127.3
1981-11-30,127
1981-11-27,125.7
1981-11-25,125.3
1981-11-24,124
1981-11-23,123.1
1981-11-20,122.6
1981-11-19,121.7
1981-11-18,121.9
1981-11-17,121.8
1981-11-16,121.6
1981-11-13,123.6
1981-11-12,124.7
1981-11-11,123.6
1981-11-10,124.7
1981-11-09,124.1
1981-11-06,124
1981-11-05,125.8
1981-11-04,126
1981-11-03,125.5
1981-11-02,125.1
1981-10-30,122.5
1981-10-29,120.4
1981-10-28,121
1981-10-27,120.4
1981-10-26,119
1981-10-23,119.9
1981-10-22,120.8
1981-10-21,121.9
1981-10-20,121.3
1981-10-19,119.8
1981-10-16,120.5
1981-10-15,120.6
1981-10-14,121
1981-10-13,122.4
1981-10-12,122.4
1981-10-09,123.3
1981-10-08,123.1
1981-10-07,121.9
1981-10-06,121.4
1981-10-05,121.5
1981-10-02,120.2
1981-10-01,117.7
1981-09-30,117.1
1981-09-29,117.8
1981-09-28,115.8
1981-09-25,114.7
1981-09-24,117.5
1981-09-23,116.7
1981-09-22,118.2
1981-09-21,118.1
1981-09-18,117.7
1981-09-17,119.9
1981-09-16,120
1981-09-15,121.8
1981-09-14,122
1981-09-11,122.1
1981-09-10,122.2
1981-09-09,119.5
1981-09-08,120.1
1981-09-04,121.5
1981-09-03,124.2
1981-09-02,124.6
1981-09-01,123.9
1981-08-31,125.6
1981-08-28,125.1
1981-08-27,125.3
1981-08-26,126.2
1981-08-25,125.8
1981-08-24,128.6
1981-08-21,131.1
1981-08-20,131.7
1981-08-19,131.2
1981-08-18,131.7
1981-08-17,133
1981-08-14,134.3
1981-08-13,134.6
1981-08-12,135.2
1981-08-11,134.6
1981-08-10,133.3
1981-08-07,133
1981-08-06,134.1
1981-08-05,133.4
1981-08-04,131.9
1981-08-03,131.7
1981-07-31,131.8
1981-07-30,130.7
1981-07-29,130.4
1981-07-28,130.4
1981-07-27,130.7
1981-07-24,129.3
1981-07-23,128.3
1981-07-22,129.7
1981-07-21,130.8
1981-07-20,130.6
1981-07-17,131.6
1981-07-16,131.4
1981-07-15,131.6
1981-07-14,130.8
1981-07-13,130.8
1981-07-10,130.4
1981-07-09,130.1
1981-07-08,129.6
1981-07-07,129.6
1981-07-06,129
1981-07-02,130.5
1981-07-01,131.7
1981-06-30,132.7
1981-06-29,133.5
1981-06-26,133.8
1981-06-25,134.3
1981-06-24,133.9
1981-06-23,134
1981-06-22,133.5
1981-06-19,133.3
1981-06-18,134
1981-06-17,134
1981-06-16,134.2
1981-06-15,135.7
1981-06-12,135.1
1981-06-11,134.3
1981-06-10,133.5
1981-06-09,133.3
1981-06-08,133.7
1981-06-05,133
1981-06-04,132.2
1981-06-03,131.4
1981-06-02,133
1981-06-01,134.6
1981-05-29,134.4
1981-05-28,134.9
1981-05-27,134.6
1981-05-26,133.3
1981-05-22,132.6
1981-05-21,133
1981-05-20,133
1981-05-19,133.2
1981-05-18,133.6
1981-05-15,133.2
1981-05-14,132.1
1981-05-13,132
1981-05-12,131.2
1981-05-11,132.2
1981-05-08,132.9
1981-05-07,132.4
1981-05-06,132.4
1981-05-05,131.3
1981-05-04,131.8
1981-05-01,134.2
1981-04-30,134.4
1981-04-29,134.7
1981-04-28,136.1
1981-04-27,136.6
1981-04-24,136
1981-04-23,135.9
1981-04-22,135.5
1981-04-21,136.4
1981-04-20,136.2
1981-04-16,135.8
1981-04-15,134.8
1981-04-14,134
1981-04-13,134.9
1981-04-10,136.2
1981-04-09,135.8
1981-04-08,135.3
1981-04-07,135.3
1981-04-06,135.3
1981-04-03,137
1981-04-02,137.7
1981-04-01,137.6
1981-03-31,137.1
1981-03-30,135.9
1981-03-27,136.9
1981-03-26,138.4
1981-03-25,137.3
1981-03-24,137.4
1981-03-23,136.5
1981-03-20,135.3
1981-03-19,135.4
1981-03-18,135.7
1981-03-17,136.1
1981-03-16,136.3
1981-03-13,135.5
1981-03-12,133.6
1981-03-11,131.2
1981-03-10,132.6
1981-03-09,131.9
1981-03-06,131.2
1981-03-05,131.8
1981-03-04,132.1
1981-03-03,132.7
1981-03-02,133
1981-02-27,132
1981-02-26,130.9
1981-02-25,129.2
1981-02-24,128.8
1981-02-23,128.5
1981-02-20,127.7
1981-02-19,129.1
1981-02-18,129.2
1981-02-17,128.8
1981-02-13,128.3
1981-02-12,128.9
1981-02-11,129.9
1981-02-10,130.2
1981-02-09,131.4
1981-02-06,131.8
1981-02-05,130.5
1981-02-04,129.7
1981-02-03,128.9
1981-02-02,129.5
1981-01-30,131.6
1981-01-29,131.8
1981-01-28,132.4
1981-01-27,131.9
1981-01-26,131.2
1981-01-23,131.3
1981-01-22,132.1
1981-01-21,132.5
1981-01-20,135.3
1981-01-19,135.9
1981-01-16,135.9
1981-01-15,135.1
1981-01-14,135.1
1981-01-13,134.3
1981-01-12,135.9
1981-01-09,134.8
1981-01-08,136.1
1981-01-07,136
1981-01-06,140.3
1981-01-05,139.2
1981-01-02,137.1
1980-12-31,136.8
1980-12-30,136.5
1980-12-29,137.5
1980-12-26,137
1980-12-24,136.6
1980-12-23,137.5
1980-12-22,136.7
1980-12-19,135
1980-12-18,135.9
1980-12-17,133.6
1980-12-16,131.2
1980-12-15,131.3
1980-12-12,130
1980-12-11,128.7
1980-12-10,132
1980-12-09,131.9
1980-12-08,133.2
1980-12-05,136.4
1980-12-04,138.4
1980-12-03,138.1
1980-12-02,138.1
1980-12-01,140.7
1980-11-28,141.5
1980-11-26,142
1980-11-25,140.8
1980-11-24,139.4
1980-11-21,141.2
